col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
321308,CIBOLA GENERAL HOSPITAL,1016 ROOSEVELT AVENUE,GRANTS,NM,87020,CIBOLA,5052874446,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,ALBANY,5184713221,Immunization for influenza,91,235,The hospital indicated that the data submitted for this measure were based on a sample of cases
330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,ALBANY,5184713221,Immunization for pneumonia,86,436,The hospital indicated that the data submitted for this measure were based on a sample of cases
330004,HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,ULSTER,9143313131,Immunization for influenza,95,293,The hospital indicated that the data submitted for this measure were based on a sample of cases
330004,HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,ULSTER,9143313131,Immunization for pneumonia,90,632,The hospital indicated that the data submitted for this measure were based on a sample of cases
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Immunization for influenza,79,322,The hospital indicated that the data submitted for this measure were based on a sample of cases
330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,ERIE,7168598620,Immunization for pneumonia,88,527,The hospital indicated that the data submitted for this measure were based on a sample of cases
330006,ST JOSEPH-S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Immunization for influenza,92,295,The hospital indicated that the data submitted for this measure were based on a sample of cases
330006,ST JOSEPH-S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Immunization for pneumonia,94,597,The hospital indicated that the data submitted for this measure were based on a sample of cases
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Immunization for influenza,80,272,The hospital indicated that the data submitted for this measure were based on a sample of cases
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Immunization for pneumonia,90,354,The hospital indicated that the data submitted for this measure were based on a sample of cases
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Immunization for influenza,84,288,The hospital indicated that the data submitted for this measure were based on a sample of cases
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Immunization for pneumonia,81,601,The hospital indicated that the data submitted for this measure were based on a sample of cases
330011,OUR LADY OF LOURDES MEMORIAL HOSPITAL INC,169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Immunization for influenza,88,279,The hospital indicated that the data submitted for this measure were based on a sample of cases
330011,OUR LADY OF LOURDES MEMORIAL HOSPITAL INC,169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Immunization for pneumonia,82,562,The hospital indicated that the data submitted for this measure were based on a sample of cases
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623125,Immunization for influenza,94,279,The hospital indicated that the data submitted for this measure were based on a sample of cases
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623125,Immunization for pneumonia,87,387,The hospital indicated that the data submitted for this measure were based on a sample of cases
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,Immunization for influenza,93,280,The hospital indicated that the data submitted for this measure were based on a sample of cases
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,Immunization for pneumonia,95,406,The hospital indicated that the data submitted for this measure were based on a sample of cases
330019,NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,2525 KINGS HIGHWAY,BROOKLYN,NY,11229,KINGS,7186925302,Immunization for influenza,92,294,The hospital indicated that the data submitted for this measure were based on a sample of cases
330019,NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,2525 KINGS HIGHWAY,BROOKLYN,NY,11229,KINGS,7186925302,Immunization for pneumonia,92,692,The hospital indicated that the data submitted for this measure were based on a sample of cases
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,DUTCHESS,8454548500,Immunization for influenza,91,294,The hospital indicated that the data submitted for this measure were based on a sample of cases
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,DUTCHESS,8454548500,Immunization for pneumonia,90,473,The hospital indicated that the data submitted for this measure were based on a sample of cases
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,2122417981,Immunization for influenza,97,572,The hospital indicated that the data submitted for this measure were based on a sample of cases
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,2122417981,Immunization for pneumonia,92,1133,The hospital indicated that the data submitted for this measure were based on a sample of cases
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,5165720123,Immunization for influenza,100,286,The hospital indicated that the data submitted for this measure were based on a sample of cases
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,5165720123,Immunization for pneumonia,94,326,The hospital indicated that the data submitted for this measure were based on a sample of cases
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,RICHMOND,7188181234,Immunization for influenza,78,276,The hospital indicated that the data submitted for this measure were based on a sample of cases
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,RICHMOND,7188181234,Immunization for pneumonia,91,352,The hospital indicated that the data submitted for this measure were based on a sample of cases
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,WAYNE,3153322022,Immunization for influenza,88,186,The hospital indicated that the data submitted for this measure were based on a sample of cases
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,WAYNE,3153322022,Immunization for pneumonia,74,335,The hospital indicated that the data submitted for this measure were based on a sample of cases
330033,CHENANGO MEMORIAL HOSPITAL INC,179 NORTH BROAD STREET,NORWICH,NY,13815,CHENANGO,6073354111,Immunization for influenza,97,252,The hospital indicated that the data submitted for this measure were based on a sample of cases
330033,CHENANGO MEMORIAL HOSPITAL INC,179 NORTH BROAD STREET,NORWICH,NY,13815,CHENANGO,6073354111,Immunization for pneumonia,98,478,The hospital indicated that the data submitted for this measure were based on a sample of cases
330037,LAKESIDE MEMORIAL HOSPITAL,156 WEST AVENUE,BROCKPORT,NY,14420,MONROE,5856373131,Immunization for influenza,68,129,The hospital indicated that the data submitted for this measure were based on a sample of cases
330037,LAKESIDE MEMORIAL HOSPITAL,156 WEST AVENUE,BROCKPORT,NY,14420,MONROE,5856373131,Immunization for pneumonia,72,294,The hospital indicated that the data submitted for this measure were based on a sample of cases
330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,6319683000,Immunization for influenza,85,270,The hospital indicated that the data submitted for this measure were based on a sample of cases
330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,6319683000,Immunization for pneumonia,79,451,The hospital indicated that the data submitted for this measure were based on a sample of cases
330044,FAXTON-ST LUKE-S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,ONEIDA,3157986000,Immunization for influenza,90,277,The hospital indicated that the data submitted for this measure were based on a sample of cases
330044,FAXTON-ST LUKE-S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,ONEIDA,3157986000,Immunization for pneumonia,93,507,The hospital indicated that the data submitted for this measure were based on a sample of cases
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,6313512000,Immunization for influenza,95,292,The hospital indicated that the data submitted for this measure were based on a sample of cases
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,6313512000,Immunization for pneumonia,89,554,The hospital indicated that the data submitted for this measure were based on a sample of cases
330046,ST LUKE-S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NEW YORK,2125234000,Immunization for influenza,91,263,The hospital indicated that the data submitted for this measure were based on a sample of cases
330046,ST LUKE-S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NEW YORK,2125234000,Immunization for pneumonia,84,427,The hospital indicated that the data submitted for this measure were based on a sample of cases
330047,ST MARY-S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,MONTGOMERY,5188421900,Immunization for influenza,81,251,The hospital indicated that the data submitted for this measure were based on a sample of cases
330047,ST MARY-S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,MONTGOMERY,5188421900,Immunization for pneumonia,91,504,The hospital indicated that the data submitted for this measure were based on a sample of cases
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,DUTCHESS,8458713391,Immunization for influenza,92,174,The hospital indicated that the data submitted for this measure were based on a sample of cases
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,DUTCHESS,8458713391,Immunization for pneumonia,85,288,The hospital indicated that the data submitted for this measure were based on a sample of cases
330053,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,5857988111,Immunization for influenza,92,153,The hospital indicated that the data submitted for this measure were based on a sample of cases
330053,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,5857988111,Immunization for pneumonia,90,335,The hospital indicated that the data submitted for this measure were based on a sample of cases
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,QUEENS,7186701231,Immunization for influenza,89,259,The hospital indicated that the data submitted for this measure were based on a sample of cases
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,QUEENS,7186701231,Immunization for pneumonia,83,456,The hospital indicated that the data submitted for this measure were based on a sample of cases
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,KINGS,7182508000,Immunization for influenza,86,257,The hospital indicated that the data submitted for this measure were based on a sample of cases
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,KINGS,7182508000,Immunization for pneumonia,94,423,The hospital indicated that the data submitted for this measure were based on a sample of cases
330057,ST PETER-S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,ALBANY,5185251550,Immunization for influenza,88,325,The hospital indicated that the data submitted for this measure were based on a sample of cases
330057,ST PETER-S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,ALBANY,5185251550,Immunization for pneumonia,84,564,The hospital indicated that the data submitted for this measure were based on a sample of cases
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,ONTARIO,3157874175,Immunization for influenza,90,221,The hospital indicated that the data submitted for this measure were based on a sample of cases
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,ONTARIO,3157874175,Immunization for pneumonia,94,419,The hospital indicated that the data submitted for this measure were based on a sample of cases
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,BRONX,7189204321,Immunization for influenza,44,288,The hospital indicated that the data submitted for this measure were based on a sample of cases
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,BRONX,7189204321,Immunization for pneumonia,55,532,The hospital indicated that the data submitted for this measure were based on a sample of cases
330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,WESTCHESTER,9147871000,Immunization for influenza,96,295,The hospital indicated that the data submitted for this measure were based on a sample of cases
330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,WESTCHESTER,9147871000,Immunization for pneumonia,93,469,The hospital indicated that the data submitted for this measure were based on a sample of cases
330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NEW YORK,2123125000,Immunization for influenza,95,235,The hospital indicated that the data submitted for this measure were based on a sample of cases
330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NEW YORK,2123125000,Immunization for pneumonia,75,285,The hospital indicated that the data submitted for this measure were based on a sample of cases
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,NIAGARA,7162784000,Immunization for influenza,97,302,The hospital indicated that the data submitted for this measure were based on a sample of cases
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,NIAGARA,7162784000,Immunization for pneumonia,92,555,The hospital indicated that the data submitted for this measure were based on a sample of cases
330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,DUTCHESS,8454835000,Immunization for influenza,94,312,The hospital indicated that the data submitted for this measure were based on a sample of cases
330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,DUTCHESS,8454835000,Immunization for pneumonia,97,496,The hospital indicated that the data submitted for this measure were based on a sample of cases
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,GENESEE,5853436030,Immunization for influenza,82,250,The hospital indicated that the data submitted for this measure were based on a sample of cases
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,GENESEE,5853436030,Immunization for pneumonia,95,458,The hospital indicated that the data submitted for this measure were based on a sample of cases
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,ONTARIO,5853966000,Immunization for influenza,77,209,The hospital indicated that the data submitted for this measure were based on a sample of cases
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,ONTARIO,5853966000,Immunization for pneumonia,90,397,The hospital indicated that the data submitted for this measure were based on a sample of cases
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,7168621000,Immunization for influenza,89,287,The hospital indicated that the data submitted for this measure were based on a sample of cases
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,7168621000,Immunization for pneumonia,81,488,The hospital indicated that the data submitted for this measure were based on a sample of cases
330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,FRANKLIN,5188914141,Immunization for influenza,66,155,The hospital indicated that the data submitted for this measure were based on a sample of cases
330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,FRANKLIN,5188914141,Immunization for pneumonia,64,281,The hospital indicated that the data submitted for this measure were based on a sample of cases
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,7185795000,Immunization for influenza,92,260,The hospital indicated that the data submitted for this measure were based on a sample of cases
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,7185795000,Immunization for pneumonia,94,413,The hospital indicated that the data submitted for this measure were based on a sample of cases
330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,12953,FRANKLIN,5184833000,Immunization for influenza,83,193,The hospital indicated that the data submitted for this measure were based on a sample of cases
330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,12953,FRANKLIN,5184833000,Immunization for pneumonia,84,293,The hospital indicated that the data submitted for this measure were based on a sample of cases
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,6074232000,Immunization for influenza,89,180,The hospital indicated that the data submitted for this measure were based on a sample of cases
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,6074232000,Immunization for pneumonia,87,351,The hospital indicated that the data submitted for this measure were based on a sample of cases
330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,9146648000,Immunization for influenza,59,172,The hospital indicated that the data submitted for this measure were based on a sample of cases
330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,9146648000,Immunization for pneumonia,65,316,The hospital indicated that the data submitted for this measure were based on a sample of cases
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,SUFFOLK,6314771000,Immunization for influenza,95,154,The hospital indicated that the data submitted for this measure were based on a sample of cases
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,SUFFOLK,6314771000,Immunization for pneumonia,94,210,The hospital indicated that the data submitted for this measure were based on a sample of cases
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,6077374100,Immunization for influenza,96,255,The hospital indicated that the data submitted for this measure were based on a sample of cases
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,6077374100,Immunization for pneumonia,97,464,The hospital indicated that the data submitted for this measure were based on a sample of cases
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,5188287601,Immunization for influenza,86,278,The hospital indicated that the data submitted for this measure were based on a sample of cases
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,5188287601,Immunization for pneumonia,88,619,The hospital indicated that the data submitted for this measure were based on a sample of cases
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,5855931100,Immunization for influenza,87,140,The hospital indicated that the data submitted for this measure were based on a sample of cases
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,5855931100,Immunization for pneumonia,98,235,The hospital indicated that the data submitted for this measure were based on a sample of cases
330100,NY EYE AND EAR INFIRMARY,310 EAST 14TH STREET,NEW YORK,NY,10003,NEW YORK,2129794000,Immunization for influenza,12,193,The hospital indicated that the data submitted for this measure were based on a sample of cases
330100,NY EYE AND EAR INFIRMARY,310 EAST 14TH STREET,NEW YORK,NY,10003,NEW YORK,2129794000,Immunization for pneumonia,26,165,The hospital indicated that the data submitted for this measure were based on a sample of cases
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NEW YORK,2127464189,Immunization for influenza,92,288,The hospital indicated that the data submitted for this measure were based on a sample of cases
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NEW YORK,2127464189,Immunization for pneumonia,88,437,The hospital indicated that the data submitted for this measure were based on a sample of cases
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,7164476100,Immunization for influenza,95,316,The hospital indicated that the data submitted for this measure were based on a sample of cases
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,7164476100,Immunization for pneumonia,92,689,The hospital indicated that the data submitted for this measure were based on a sample of cases
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,7163732600,Immunization for influenza,82,295,The hospital indicated that the data submitted for this measure were based on a sample of cases
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,7163732600,Immunization for pneumonia,81,562,The hospital indicated that the data submitted for this measure were based on a sample of cases
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,8453482000,Immunization for influenza,99,274,The hospital indicated that the data submitted for this measure were based on a sample of cases
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,8453482000,Immunization for pneumonia,96,482,The hospital indicated that the data submitted for this measure were based on a sample of cases
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,5165620100,Immunization for influenza,88,471,The hospital indicated that the data submitted for this measure were based on a sample of cases
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,5165620100,Immunization for pneumonia,81,891,The hospital indicated that the data submitted for this measure were based on a sample of cases
330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,SUFFOLK,6315486000,Immunization for influenza,87,289,The hospital indicated that the data submitted for this measure were based on a sample of cases
330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,SUFFOLK,6315486000,Immunization for pneumonia,74,588,The hospital indicated that the data submitted for this measure were based on a sample of cases
330108,ST JOSEPH-S HOSPITAL INC,555 ST JOSEPH-S BLVD,ELMIRA,NY,14902,CHEMUNG,6077336541,Immunization for influenza,64,236,The hospital indicated that the data submitted for this measure were based on a sample of cases
330108,ST JOSEPH-S HOSPITAL INC,555 ST JOSEPH-S BLVD,ELMIRA,NY,14902,CHEMUNG,6077336541,Immunization for pneumonia,67,417,The hospital indicated that the data submitted for this measure were based on a sample of cases
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,7165922871,Immunization for influenza,93,148,The hospital indicated that the data submitted for this measure were based on a sample of cases
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,7165922871,Immunization for pneumonia,92,408,The hospital indicated that the data submitted for this measure were based on a sample of cases
330115,ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,3153636000,Immunization for influenza,89,164,The hospital indicated that the data submitted for this measure were based on a sample of cases
330115,ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,3153636000,Immunization for pneumonia,85,272,The hospital indicated that the data submitted for this measure were based on a sample of cases
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,2124392345,Immunization for influenza,69,278,The hospital indicated that the data submitted for this measure were based on a sample of cases
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,2124392345,Immunization for pneumonia,80,466,The hospital indicated that the data submitted for this measure were based on a sample of cases
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,5859224000,Immunization for influenza,47,291,The hospital indicated that the data submitted for this measure were based on a sample of cases
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,5859224000,Immunization for pneumonia,45,557,The hospital indicated that the data submitted for this measure were based on a sample of cases
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,8453432424,Immunization for influenza,77,282,The hospital indicated that the data submitted for this measure were based on a sample of cases
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,8453432424,Immunization for pneumonia,78,524,The hospital indicated that the data submitted for this measure were based on a sample of cases
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,BRONX,7189185000,Immunization for influenza,35,260,The hospital indicated that the data submitted for this measure were based on a sample of cases
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,BRONX,7189185000,Immunization for pneumonia,42,354,The hospital indicated that the data submitted for this measure were based on a sample of cases
330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,7183341141,Immunization for influenza,81,254,The hospital indicated that the data submitted for this measure were based on a sample of cases
330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,7183341141,Immunization for pneumonia,93,319,The hospital indicated that the data submitted for this measure were based on a sample of cases
330132,TLC HEALTH NETWORK,100 MEMORIAL DRIVE,GOWANDA,NY,14070,CATTARAUGUS,7165323377,Immunization for influenza,58,153,The hospital indicated that the data submitted for this measure were based on a sample of cases
330132,TLC HEALTH NETWORK,100 MEMORIAL DRIVE,GOWANDA,NY,14070,CATTARAUGUS,7165323377,Immunization for pneumonia,87,252,The hospital indicated that the data submitted for this measure were based on a sample of cases
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,8458565351,Immunization for influenza,89,248,The hospital indicated that the data submitted for this measure were based on a sample of cases
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,8458565351,Immunization for pneumonia,86,360,The hospital indicated that the data submitted for this measure were based on a sample of cases
330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,OTSEGO,6075473456,Immunization for influenza,98,285,The hospital indicated that the data submitted for this measure were based on a sample of cases
330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,OTSEGO,6075473456,Immunization for pneumonia,95,561,The hospital indicated that the data submitted for this measure were based on a sample of cases
330140,ST JOSEPH-S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,ONONDAGA,3154485111,Immunization for influenza,79,291,The hospital indicated that the data submitted for this measure were based on a sample of cases
330140,ST JOSEPH-S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,ONONDAGA,3154485111,Immunization for pneumonia,84,600,The hospital indicated that the data submitted for this measure were based on a sample of cases
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,6316547100,Immunization for influenza,87,300,The hospital indicated that the data submitted for this measure were based on a sample of cases
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,6316547100,Immunization for pneumonia,85,561,The hospital indicated that the data submitted for this measure were based on a sample of cases
330144,IRA DAVENPORT MEMORIAL HOSPITAL INC,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,6077768500,Immunization for influenza,98,193,No data are available from the hospital for this measure
330144,IRA DAVENPORT MEMORIAL HOSPITAL INC,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,6077768500,Immunization for pneumonia,96,410,Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure
