COL2(Integer),COL4(String),COL5(Integer),COL6(String)
941,O,6575,OP2
621,O,4971,OP2
734,O,5549,OP2
428,O,4026,OP2
385,O,3810,OP2
170,O,2751,OP2
177,O,2782,OP2
941,O,6575,OP2
621,O,4971,OP2
734,O,5549,OP2
428,O,4026,OP2
385,O,3810,OP2
170,O,2751,OP2
177,O,2782,OP2
941,O,6575,OP2
621,O,4971,OP2
734,O,5549,OP2
428,O,4026,OP2
385,O,3810,OP2
170,O,2751,OP2
177,O,2782,OP2
941,O,6575,OP2
621,O,4971,OP2
734,O,5549,OP2
428,O,4026,OP2
385,O,3810,OP2
177,O,2782,OP2
941,O,6575,OP2
621,O,4971,OP2
734,O,5549,OP2
428,O,4026,OP2
385,O,3810,OP2
177,O,2782,OP2
941,O,6575,OP2
621,O,4971,OP2
734,O,5549,OP2
428,O,4026,OP2
385,O,3810,OP2
177,O,2782,OP2
621,O,4971,OP2
734,O,5549,OP2
1001,O,6869,OP2
113,O,2492,OP2
61,O,2251,OP2
17,O,2041,OP2
975,O,6744,OP2
271,O,3239,OP2
952,O,6627,OP2
161,O,2712,OP2
163,O,2720,OP2
270,O,3233,OP2
274,O,3257,OP2
325,O,3511,OP2
113,O,2492,OP2
113,O,2492,OP2
113,O,2492,OP2
113,O,2492,OP2
113,O,2492,OP2
113,O,2492,OP2
17,O,2041,OP2
113,O,2492,OP2
17,O,2041,OP2
113,O,2492,OP2
17,O,2041,OP2
113,O,2492,OP2
113,O,2492,OP2
113,O,2492,OP2
113,O,2492,OP2
113,O,2492,OP2
892,O,6333,OP2
428,O,4026,O3
170,O,2751,O3
7,O,1992,O3
385,O,3810,O3
177,O,2782,O3
857,O,6158,O3
941,O,6575,O3
621,O,4971,O3
734,O,5549,O3
766,O,5704,O3
760,O,5671,O3
753,O,5639,O3
770,O,5722,O3
756,O,5652,O3
48,O,2189,O3
428,O,4026,O3
177,O,2782,O3
385,O,3810,O3
621,O,4971,O3
734,O,5549,O3
428,O,4026,O3
177,O,2782,O3
385,O,3810,O3
734,O,5549,O3
428,O,4026,O3
177,O,2782,O3
385,O,3810,O3
734,O,5549,O3
428,O,4026,O3
385,O,3810,O3
734,O,5549,O3
428,O,4026,O3
385,O,3810,O3
428,O,4026,O3
385,O,3810,O3
428,O,4026,O3
385,O,3810,O3
428,O,4026,O3
385,O,3810,O3
428,O,4026,O3
385,O,3810,O3
428,O,4026,O3
385,O,3810,O3
428,O,4026,O3
170,O,2751,O3
385,O,3810,O3
177,O,2782,O3
941,O,6575,O3
621,O,4971,O3
734,O,5549,O3
428,O,4026,O3
385,O,3810,O3
428,O,4026,O3
428,O,4026,O3
428,O,4026,O3
428,O,4026,O3
428,O,4026,O3
170,O,2751,O3
385,O,3810,O3
177,O,2782,O3
941,O,6575,O3
621,O,4971,O3
734,O,5549,O3
428,O,4026,O3
170,O,2751,O3
177,O,2782,O3
385,O,3810,O3
941,O,6575,O3
621,O,4971,O3
734,O,5549,O3
428,O,4026,O3
170,O,2751,O3
385,O,3810,O3
177,O,2782,O3
941,O,6575,O3
621,O,4971,O3
734,O,5549,O3
428,O,4026,O3
170,O,2751,O3
385,O,3810,O3
177,O,2782,O3
941,O,6575,O3
621,O,4971,O3
734,O,5549,O3
428,O,4026,O3
177,O,2782,O3
385,O,3810,O3
941,O,6575,O3
621,O,4971,O3
734,O,5549,O3
428,O,4026,O3
177,O,2782,O3
385,O,3810,O3
941,O,6575,O3
621,O,4971,O3
734,O,5549,O3
428,O,4026,O3
177,O,2782,O3
385,O,3810,O3
621,O,4971,O3
734,O,5549,O3
113,O,2492,O3
1001,O,6869,O3
61,O,2251,O3
17,O,2041,O3
218,O,2980,O3
975,O,6744,O3
271,O,3239,O3
952,O,6627,O3
161,O,2712,O3
163,O,2720,O3
270,O,3233,O3
274,O,3257,O3
325,O,3511,O3
113,O,2492,O3
113,O,2492,O3
113,O,2492,O3
113,O,2492,O3
113,O,2492,O3
113,O,2492,O3
17,O,2041,O3
218,O,2980,O3
113,O,2492,O3
17,O,2041,O3
218,O,2980,O3
113,O,2492,O3
17,O,2041,O3
113,O,2492,O3
113,O,2492,O3
113,O,2492,O3
113,O,2492,O3
113,O,2492,O3
892,O,6333,O3
428,O,4026,O4
170,O,2751,O4
7,O,1992,O4
385,O,3810,O4
177,O,2782,O4
857,O,6158,O4
941,O,6575,O4
621,O,4971,O4
734,O,5549,O4
766,O,5704,O4
760,O,5671,O4
753,O,5639,O4
770,O,5722,O4
756,O,5652,O4
48,O,2189,O4
428,O,4026,O4
177,O,2782,O4
385,O,3810,O4
621,O,4971,O4
734,O,5549,O4
428,O,4026,O4
177,O,2782,O4
385,O,3810,O4
734,O,5549,O4
428,O,4026,O4
385,O,3810,O4
177,O,2782,O4
734,O,5549,O4
428,O,4026,O4
385,O,3810,O4
734,O,5549,O4
428,O,4026,O4
385,O,3810,O4
428,O,4026,O4
385,O,3810,O4
428,O,4026,O4
385,O,3810,O4
428,O,4026,O4
385,O,3810,O4
428,O,4026,O4
385,O,3810,O4
428,O,4026,O4
385,O,3810,O4
428,O,4026,O4
170,O,2751,O4
385,O,3810,O4
177,O,2782,O4
941,O,6575,O4
621,O,4971,O4
734,O,5549,O4
428,O,4026,O4
385,O,3810,O4
428,O,4026,O4
428,O,4026,O4
428,O,4026,O4
428,O,4026,O4
428,O,4026,O4
170,O,2751,O4
385,O,3810,O4
177,O,2782,O4
941,O,6575,O4
621,O,4971,O4
734,O,5549,O4
428,O,4026,O4
170,O,2751,O4
177,O,2782,O4
385,O,3810,O4
941,O,6575,O4
621,O,4971,O4
734,O,5549,O4
428,O,4026,O4
170,O,2751,O4
385,O,3810,O4
177,O,2782,O4
941,O,6575,O4
621,O,4971,O4
734,O,5549,O4
428,O,4026,O4
170,O,2751,O4
385,O,3810,O4
177,O,2782,O4
941,O,6575,O4
621,O,4971,O4
734,O,5549,O4
428,O,4026,O4
177,O,2782,O4
385,O,3810,O4
941,O,6575,O4
621,O,4971,O4
734,O,5549,O4
428,O,4026,O4
177,O,2782,O4
385,O,3810,O4
941,O,6575,O4
621,O,4971,O4
734,O,5549,O4
428,O,4026,O4
177,O,2782,O4
385,O,3810,O4
621,O,4971,O4
734,O,5549,O4
113,O,2492,O4
1001,O,6869,O4
61,O,2251,O4
17,O,2041,O4
218,O,2980,O4
163,O,2720,O4
975,O,6744,O4
271,O,3239,O4
952,O,6627,O4
270,O,3233,O4
161,O,2712,O4
274,O,3257,O4
325,O,3511,O4
113,O,2492,O4
113,O,2492,O4
113,O,2492,O4
113,O,2492,O4
113,O,2492,O4
113,O,2492,O4
17,O,2041,O4
218,O,2980,O4
113,O,2492,O4
17,O,2041,O4
218,O,2980,O4
113,O,2492,O4
17,O,2041,O4
113,O,2492,O4
113,O,2492,O4
113,O,2492,O4
113,O,2492,O4
113,O,2492,O4
892,O,6333,O4
428,O,4026,O5
170,O,2751,O5
7,O,1992,O5
385,O,3810,O5
857,O,6158,O5
177,O,2782,O5
941,O,6575,O5
621,O,4971,O5
734,O,5549,O5
766,O,5704,O5
760,O,5671,O5
770,O,5722,O5
753,O,5639,O5
756,O,5652,O5
48,O,2189,O5
428,O,4026,O5
385,O,3810,O5
177,O,2782,O5
621,O,4971,O5
734,O,5549,O5
428,O,4026,O5
385,O,3810,O5
177,O,2782,O5
734,O,5549,O5
428,O,4026,O5
385,O,3810,O5
177,O,2782,O5
734,O,5549,O5
428,O,4026,O5
385,O,3810,O5
734,O,5549,O5
428,O,4026,O5
385,O,3810,O5
428,O,4026,O5
385,O,3810,O5
428,O,4026,O5
385,O,3810,O5
428,O,4026,O5
385,O,3810,O5
428,O,4026,O5
385,O,3810,O5
428,O,4026,O5
385,O,3810,O5
428,O,4026,O5
170,O,2751,O5
385,O,3810,O5
177,O,2782,O5
941,O,6575,O5
621,O,4971,O5
734,O,5549,O5
428,O,4026,O5
385,O,3810,O5
428,O,4026,O5
428,O,4026,O5
428,O,4026,O5
428,O,4026,O5
428,O,4026,O5
170,O,2751,O5
385,O,3810,O5
177,O,2782,O5
941,O,6575,O5
621,O,4971,O5
734,O,5549,O5
428,O,4026,O5
170,O,2751,O5
385,O,3810,O5
177,O,2782,O5
941,O,6575,O5
621,O,4971,O5
734,O,5549,O5
428,O,4026,O5
170,O,2751,O5
385,O,3810,O5
177,O,2782,O5
941,O,6575,O5
621,O,4971,O5
734,O,5549,O5
428,O,4026,O5
170,O,2751,O5
385,O,3810,O5
177,O,2782,O5
941,O,6575,O5
621,O,4971,O5
734,O,5549,O5
428,O,4026,O5
385,O,3810,O5
177,O,2782,O5
941,O,6575,O5
621,O,4971,O5
734,O,5549,O5
428,O,4026,O5
385,O,3810,O5
177,O,2782,O5
941,O,6575,O5
621,O,4971,O5
734,O,5549,O5
428,O,4026,O5
385,O,3810,O5
177,O,2782,O5
621,O,4971,O5
734,O,5549,O5
113,O,2492,O5
1001,O,6869,O5
61,O,2251,O5
17,O,2041,O5
218,O,2980,O5
975,O,6744,O5
271,O,3239,O5
952,O,6627,O5
161,O,2712,O5
163,O,2720,O5
270,O,3233,O5
274,O,3257,O5
325,O,3511,O5
113,O,2492,O5
113,O,2492,O5
113,O,2492,O5
113,O,2492,O5
113,O,2492,O5
113,O,2492,O5
17,O,2041,O5
218,O,2980,O5
113,O,2492,O5
17,O,2041,O5
218,O,2980,O5
113,O,2492,O5
17,O,2041,O5
113,O,2492,O5
113,O,2492,O5
113,O,2492,O5
113,O,2492,O5
113,O,2492,O5
892,O,6333,O5
428,P,4030,P
7,P,1996,P
385,P,3814,P
170,P,2755,P
857,P,6162,P
177,P,2786,P
941,P,6574,P
621,P,4975,P
734,P,5553,P
766,P,5708,P
760,P,5675,P
770,P,5726,P
753,P,5643,P
756,P,5656,P
48,P,2192,P
428,P,4030,P
385,P,3814,P
177,P,2786,P
621,P,4975,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
177,P,2786,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
177,P,2786,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
428,P,4030,P
385,P,3814,P
428,P,4030,P
385,P,3814,P
428,P,4030,P
385,P,3814,P
428,P,4030,P
385,P,3814,P
428,P,4030,P
385,P,3814,P
428,P,4030,P
385,P,3814,P
170,P,2755,P
177,P,2786,P
941,P,6574,P
621,P,4975,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
428,P,4030,P
428,P,4030,P
428,P,4030,P
428,P,4030,P
428,P,4030,P
385,P,3814,P
170,P,2755,P
177,P,2786,P
941,P,6574,P
621,P,4975,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
170,P,2755,P
177,P,2786,P
941,P,6574,P
621,P,4975,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
170,P,2755,P
177,P,2786,P
941,P,6574,P
621,P,4975,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
170,P,2755,P
177,P,2786,P
941,P,6574,P
621,P,4975,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
177,P,2786,P
941,P,6574,P
621,P,4975,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
177,P,2786,P
941,P,6574,P
621,P,4975,P
734,P,5553,P
428,P,4030,P
385,P,3814,P
177,P,2786,P
621,P,4975,P
734,P,5553,P
1001,P,6873,P
113,P,2496,P
61,P,2255,P
17,P,2045,P
975,P,6747,P
271,P,3242,P
952,P,6631,P
161,P,2715,P
163,P,2723,P
270,P,3236,P
274,P,3260,P
325,P,3512,P
113,P,2496,P
113,P,2496,P
113,P,2496,P
113,P,2496,P
113,P,2496,P
113,P,2496,P
17,P,2045,P
113,P,2496,P
17,P,2045,P
113,P,2496,P
17,P,2045,P
113,P,2496,P
113,P,2496,P
113,P,2496,P
113,P,2496,P
113,P,2496,P
892,P,6336,P
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
629,H,5013,HB1
256,H,3167,HB1
884,H,6295,HB1
533,H,4547,HB1
435,H,4063,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
256,H,3167,HB1
884,H,6295,HB1
629,H,5013,HB1
533,H,4547,HB1
435,H,4063,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
256,H,3167,HB1
629,H,5013,HB1
884,H,6295,HB1
435,H,4063,HB1
533,H,4547,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
629,H,5013,HB1
256,H,3167,HB1
884,H,6295,HB1
435,H,4063,HB1
533,H,4547,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
256,H,3167,HB1
629,H,5013,HB1
884,H,6295,HB1
435,H,4063,HB1
533,H,4547,HB1
900,H,6374,HB1
485,H,4314,HB1
720,H,5484,HB1
256,H,3167,HB1
884,H,6295,HB1
629,H,5013,HB1
435,H,4063,HB1
533,H,4547,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
629,H,5013,HB1
884,H,6295,HB1
533,H,4547,HB1
435,H,4063,HB1
485,H,4314,HB1
629,H,5013,HB1
884,H,6295,HB1
435,H,4063,HB1
533,H,4547,HB1
485,H,4314,HB1
629,H,5013,HB1
884,H,6295,HB1
533,H,4547,HB1
485,H,4314,HB1
884,H,6295,HB1
629,H,5013,HB1
533,H,4547,HB1
485,H,4314,HB1
884,H,6295,HB1
629,H,5013,HB1
533,H,4547,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
256,H,3167,HB1
629,H,5013,HB1
884,H,6295,HB1
533,H,4547,HB1
435,H,4063,HB1
485,H,4314,HB1
629,H,5013,HB1
884,H,6295,HB1
533,H,4547,HB1
884,H,6295,HB1
533,H,4547,HB1
884,H,6295,HB1
533,H,4547,HB1
884,H,6295,HB1
533,H,4547,HB1
533,H,4547,HB1
533,H,4547,HB1
533,H,4547,HB1
533,H,4547,HB1
533,H,4547,HB1
533,H,4547,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
256,H,3167,HB1
884,H,6295,HB1
629,H,5013,HB1
533,H,4547,HB1
435,H,4063,HB1
533,H,4547,HB1
533,H,4547,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
629,H,5013,HB1
256,H,3167,HB1
884,H,6295,HB1
533,H,4547,HB1
435,H,4063,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
256,H,3167,HB1
629,H,5013,HB1
884,H,6295,HB1
435,H,4063,HB1
533,H,4547,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
256,H,3167,HB1
629,H,5013,HB1
884,H,6295,HB1
533,H,4547,HB1
435,H,4063,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
629,H,5013,HB1
256,H,3167,HB1
884,H,6295,HB1
435,H,4063,HB1
533,H,4547,HB1
900,H,6374,HB1
485,H,4314,HB1
720,H,5484,HB1
629,H,5013,HB1
256,H,3167,HB1
884,H,6295,HB1
435,H,4063,HB1
533,H,4547,HB1
485,H,4314,HB1
900,H,6374,HB1
720,H,5484,HB1
629,H,5013,HB1
256,H,3167,HB1
884,H,6295,HB1
533,H,4547,HB1
435,H,4063,HB1
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
629,H,5013,HB2
256,H,3167,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
256,H,3167,HB2
884,H,6295,HB2
629,H,5013,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
256,H,3167,HB2
884,H,6295,HB2
629,H,5013,HB2
435,H,4063,HB2
533,H,4547,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
629,H,5013,HB2
256,H,3167,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
256,H,3167,HB2
884,H,6295,HB2
629,H,5013,HB2
435,H,4063,HB2
533,H,4547,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
256,H,3167,HB2
884,H,6295,HB2
629,H,5013,HB2
435,H,4063,HB2
533,H,4547,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
629,H,5013,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB2
629,H,5013,HB2
884,H,6295,HB2
435,H,4063,HB2
533,H,4547,HB2
485,H,4314,HB2
629,H,5013,HB2
884,H,6295,HB2
533,H,4547,HB2
485,H,4314,HB2
884,H,6295,HB2
629,H,5013,HB2
533,H,4547,HB2
485,H,4314,HB2
884,H,6295,HB2
629,H,5013,HB2
533,H,4547,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
256,H,3167,HB2
629,H,5013,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB2
629,H,5013,HB2
884,H,6295,HB2
533,H,4547,HB2
884,H,6295,HB2
533,H,4547,HB2
884,H,6295,HB2
533,H,4547,HB2
884,H,6295,HB2
533,H,4547,HB2
533,H,4547,HB2
533,H,4547,HB2
533,H,4547,HB2
533,H,4547,HB2
533,H,4547,HB2
533,H,4547,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
256,H,3167,HB2
884,H,6295,HB2
629,H,5013,HB2
533,H,4547,HB2
435,H,4063,HB2
533,H,4547,HB2
533,H,4547,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
629,H,5013,HB2
256,H,3167,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
629,H,5013,HB2
256,H,3167,HB2
884,H,6295,HB2
435,H,4063,HB2
533,H,4547,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
256,H,3167,HB2
629,H,5013,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
629,H,5013,HB2
256,H,3167,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
900,H,6374,HB2
485,H,4314,HB2
720,H,5484,HB2
629,H,5013,HB2
256,H,3167,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB2
900,H,6374,HB2
720,H,5484,HB2
629,H,5013,HB2
256,H,3167,HB2
884,H,6295,HB2
533,H,4547,HB2
435,H,4063,HB2
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
629,H,5013,HB3
256,H,3167,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
884,H,6295,HB3
629,H,5013,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
629,H,5013,HB3
256,H,3167,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
629,H,5013,HB3
884,H,6295,HB3
435,H,4063,HB3
533,H,4547,HB3
485,H,4314,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
485,H,4314,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
485,H,4314,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
884,H,6295,HB3
533,H,4547,HB3
884,H,6295,HB3
533,H,4547,HB3
884,H,6295,HB3
533,H,4547,HB3
533,H,4547,HB3
533,H,4547,HB3
533,H,4547,HB3
533,H,4547,HB3
533,H,4547,HB3
533,H,4547,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
884,H,6295,HB3
629,H,5013,HB3
533,H,4547,HB3
435,H,4063,HB3
533,H,4547,HB3
533,H,4547,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
629,H,5013,HB3
256,H,3167,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
629,H,5013,HB3
884,H,6295,HB3
435,H,4063,HB3
533,H,4547,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
629,H,5013,HB3
256,H,3167,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
256,H,3167,HB3
629,H,5013,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,H,4314,HB3
900,H,6374,HB3
720,H,5484,HB3
629,H,5013,HB3
256,H,3167,HB3
884,H,6295,HB3
533,H,4547,HB3
435,H,4063,HB3
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
256,C,3165,C
884,C,6292,C
435,C,4061,C
533,C,4545,C
681,C,5273,C
401,C,3892,C
663,C,5186,C
494,C,4352,C
836,C,6054,C
86,C,2367,C
958,C,6659,C
466,C,4215,C
221,C,2996,C
80,C,2341,C
694,C,5349,C
877,C,6258,C
207,C,2928,C
467,C,4222,C
643,C,5076,C
945,C,6595,C
513,C,4452,C
893,C,6339,C
532,C,4540,C
969,C,6713,C
209,C,2938,C
356,C,3669,C
771,C,5727,C
774,C,5745,C
947,C,6606,C
779,C,5772,C
954,C,6637,C
438,C,4073,C
619,C,4963,C
942,C,6580,C
775,C,5752,C
384,C,3807,C
374,C,3760,C
380,C,3788,C
991,C,6823,C
777,C,5763,C
473,C,4252,C
235,C,3067,C
500,C,4380,C
512,C,4447,C
296,C,3362,C
798,C,5866,C
329,C,3534,C
933,C,6537,C
706,C,5415,C
349,C,3624,C
328,C,3529,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
884,C,6292,C
256,C,3165,C
629,C,5010,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
884,C,6292,C
256,C,3165,C
629,C,5010,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
256,C,3165,C
884,C,6292,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
256,C,3165,C
884,C,6292,C
533,C,4545,C
435,C,4061,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
884,C,6292,C
256,C,3165,C
629,C,5010,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
884,C,6292,C
629,C,5010,C
533,C,4545,C
435,C,4061,C
485,C,4312,C
629,C,5010,C
884,C,6292,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
629,C,5010,C
884,C,6292,C
533,C,4545,C
485,C,4312,C
884,C,6292,C
629,C,5010,C
533,C,4545,C
485,C,4312,C
884,C,6292,C
629,C,5010,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
884,C,6292,C
256,C,3165,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
629,C,5010,C
884,C,6292,C
533,C,4545,C
884,C,6292,C
533,C,4545,C
884,C,6292,C
533,C,4545,C
884,C,6292,C
533,C,4545,C
533,C,4545,C
533,C,4545,C
533,C,4545,C
533,C,4545,C
533,C,4545,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
884,C,6292,C
256,C,3165,C
629,C,5010,C
533,C,4545,C
435,C,4061,C
533,C,4545,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
884,C,6292,C
256,C,3165,C
533,C,4545,C
435,C,4061,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
884,C,6292,C
256,C,3165,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
256,C,3165,C
884,C,6292,C
533,C,4545,C
435,C,4061,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
884,C,6292,C
256,C,3165,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
256,C,3165,C
884,C,6292,C
435,C,4061,C
533,C,4545,C
485,C,4312,C
900,C,6372,C
720,C,5482,C
629,C,5010,C
884,C,6292,C
256,C,3165,C
533,C,4545,C
435,C,4061,C
643,C,5076,C
947,C,6606,C
344,C,3600,C
779,C,5772,C
345,C,3605,C
466,C,4215,C
467,C,4222,C
223,C,3006,C
221,C,2996,C
612,C,4927,C
494,C,4352,C
253,C,3151,C
384,C,3807,C
380,C,3788,C
235,C,3067,C
222,C,3001,C
252,C,3146,C
851,C,6126,C
613,C,4932,C
473,C,4252,C
329,C,3534,C
328,C,3529,C
947,C,6606,C
500,C,4380,C
412,C,3946,C
416,C,3963,C
414,C,3954,C
413,C,3950,C
319,C,3485,C
415,C,3958,C
384,C,3807,C
380,C,3788,C
235,C,3067,C
253,C,3151,C
612,C,4927,C
222,C,3001,C
344,C,3600,C
223,C,3006,C
345,C,3605,C
384,C,3807,C
235,C,3067,C
380,C,3788,C
252,C,3146,C
613,C,4932,C
561,C,4681,C
500,C,4380,C
561,C,4681,C
500,C,4380,C
517,C,4471,C
638,C,5053,C
808,C,5915,C
500,C,4380,C
500,C,4380,C
517,C,4471,C
737,C,5565,C
737,C,5565,C
485,C,4312,CA
900,C,6372,CA
720,C,5482,CA
629,C,5010,CA
256,C,3165,CA
884,C,6292,CA
533,C,4545,CA
435,C,4061,CA
681,C,5273,CA
958,C,6659,CA
513,C,4452,CA
663,C,5186,CA
401,C,3892,CA
86,C,2367,CA
836,C,6054,CA
466,C,4215,CA
221,C,2996,CA
467,C,4222,CA
945,C,6595,CA
207,C,2928,CA
877,C,6258,CA
643,C,5076,CA
494,C,4352,CA
947,C,6606,CA
80,C,2341,CA
605,C,4894,CA
209,C,2938,CA
532,C,4540,CA
893,C,6339,CA
356,C,3669,CA
969,C,6713,CA
771,C,5727,CA
512,C,4447,CA
619,C,4963,CA
779,C,5772,CA
438,C,4073,CA
774,C,5745,CA
775,C,5752,CA
942,C,6580,CA
235,C,3067,CA
954,C,6637,CA
991,C,6823,CA
380,C,3788,CA
384,C,3807,CA
473,C,4252,CA
777,C,5763,CA
500,C,4380,CA
374,C,3760,CA
296,C,3362,CA
694,C,5349,CA
798,C,5866,CA
329,C,3534,CA
933,C,6537,CA
706,C,5415,CA
349,C,3624,CA
328,C,3529,CA
485,C,4312,CA
900,C,6372,CA
720,C,5482,CA
256,C,3165,CA
884,C,6292,CA
629,C,5010,CA
533,C,4545,CA
435,C,4061,CA
